ID,Name,About,Networks,Symbol,Members,Avatar,Github,Website,twitter
ousdgov.eth,Origin DeFi,"Origin Dollar (OUSD) is the self-custodial, yield-generating stablecoin. Visit https://docs.ousd.com/governance to learn about the governance of the protocol.",,veOGV,,ipfs://QmY9od2ZfJ7qddV9NiGrcjjEU2CSBQcc7ieWTUrwDHnJWb,OriginProtocol,https://governance.ousd.com,OriginDollar
